name,japanese_name_romanji,japanese_name_kana,number,prop. male,prop. female,classification,type1,type2,height_in,height_m,weight_lbs,weight_kg,hit_points,attack,defense,sp_att,sp_def,speed,effort_values,wk_normal,wk_fire,wk_water,wk_electric,wk_grass,wk_ice,wk_fighting,wk_poison,wk_ground,wk_flying,wk_psychic,wk_bug,wk_rock,wk_ghost,wk_dragon,wk_dark,wk_steel,wk_fairy
Whiscash,Namazun,ナマズン,#340,50,50,Whiskers Pokémon,Water,Ground,35,0.9,52.0,23.6,110,78,73,76,71,60,2 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Corphish,Heigani,ヘイガニ,#341,50,50,Ruffian Pokémon,Water,,24,0.6,25.4,11.5,43,80,65,50,35,35,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Crawdaunt,Shizariger,シザリガー,#342,50,50,Rogue Pokémon,Water,Dark,43,1.1,72.3,32.8,63,120,85,90,55,55,2 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
,,,#343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feebas,Hinbass,ヒンバス,#349,50,50,Fish Pokémon,Water,,24,0.6,16.3,7.4,20,15,20,10,55,80,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Milotic,Milokaross,ミロカロス,#350,50,50,Tender Pokémon,Water,,244,6.2,357.1,162.0,95,60,79,100,125,81,2 Sp. Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
,,,#351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuppet,Kagebouzu,カゲボウズ,#353,50,50,Puppet Pokémon,Ghost,,24,0.6,5.1,2.3,44,75,35,63,33,45,1 Attack Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Banette,Juppeta,ジュペッタ,#354,50,50,Marionette Pokémon,Ghost,,43,1.1,27.6,12.5,64,115,65,83,63,65,2 Attack Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Duskull,Yomawaru,ヨマワル,#355,50,50,Requiem Pokémon,Ghost,,31,0.8,33.1,15.0,20,40,90,30,90,25,1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Dusclops,Samayouru,サマヨール,#356,50,50,Beckon Pokémon,Ghost,,63,1.6,67.5,30.6,40,70,130,60,130,25,1 Defense Point(s)1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Tropius,Tropius,トロピウス,#357,50,50,Fruit Pokémon,Grass,Flying,79,2.0,220.5,100.0,99,68,83,72,87,51,2 HP Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Chimecho,Chirean,チリーン,#358,50,50,Wind Chime Pokémon,Psychic,,24,0.6,2.2,1.0,75,50,80,95,90,65,1 Sp. Attack Point(s)1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
,,,#359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorunt,Yukiwarashi,ユキワラシ,#361,50,50,Snow Hat Pokémon,Ice,,28,0.7,37.0,16.8,50,50,50,50,50,50,1 HP Point(s),1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Glalie,Onigohri,オニゴーリ,#362,50,50,Face Pokémon,Ice,,59,1.5,565.5,256.5,80,80,80,80,80,80,2 HP Point(s),1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
,,,#363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luvdisc,Lovecus,ラブカス,#370,25,75,Rendezvous Pokémon,Water,,24,0.6,19.2,8.7,43,30,55,40,65,97,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Bagon,Tatsubay,タツベイ,#371,50,50,Rock Head Pokémon,Dragon,,24,0.6,92.8,42.1,45,75,60,40,30,50,1 Attack Point(s),1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Shelgon,Komoruu,コモルー,#372,50,50,Endurance Pokémon,Dragon,,43,1.1,243.6,110.5,65,95,100,60,50,50,2 Defense Point(s),1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Salamence,Bohmander,ボーマンダ,#373,50,50,Dragon Pokémon,Dragon,Flying,59,1.5,226.2,102.6,95,135,80,110,80,100,3 Attack Point(s),1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Beldum,Dumbber,ダンバル,#374,,,Iron Ball Pokémon,Steel,Psychic,24,0.6,209.9,95.2,40,55,80,35,60,30,1 Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Metang,Metang,メタング,#375,,,Iron Claw Pokémon,Steel,Psychic,47,1.2,446.4,202.5,60,75,100,55,80,50,2 Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Metagross,Metagross,メタグロス,#376,,,Iron Leg Pokémon,Steel,Psychic,63,1.6,1212.5,550.0,80,135,130,95,90,70,3 Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Regirock,Regirock,レジロック,#377,,,Rock Peak Pokémon,Rock,,67,1.7,507.1,230.0,80,100,200,50,100,50,3 Defense Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Regice,Regice,レジアイス,#378,,,Iceberg Pokémon,Ice,,71,1.8,385.8,175.0,80,50,100,100,200,50,3 Sp. Defense Point(s),1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Registeel,Registeel,レジスチル,#379,,,Iron Pokémon,Steel,,75,1.9,451.9,205.0,80,75,150,75,150,50,2 Defense Point(s)1 Sp. Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Latias,Latias,ラティアス,#380,0,100,Eon Pokémon,Dragon,Psychic,55,1.4,88.2,40.0,80,80,90,110,130,110,3 Sp. Defense Point(s),1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
Latios,Latios,ラティオス,#381,100,0,Eon Pokémon,Dragon,Psychic,79,2.0,132.3,60.0,80,90,80,130,110,110,3 Sp. Attack Point(s),1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
Kyogre,Kyogre,カイオーガ,#382,,,Sea Basin Pokémon,Water,,177,4.5,776.0,352.0,100,100,90,150,140,90,3 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Groudon,Groudon,グラードン,#383,,,Continent Pokémon,Ground,,138,3.5,2094.4,950.0,100,150,140,100,90,90,3 Attack Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Rayquaza,Rayquaza,レックウザ,#384,,,Sky High Pokémon,Dragon,Flying,276,7.0,455.2,206.5,105,150,90,150,90,95,2 Attack Point(s)1 Sp. Attack Point(s),1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Jirachi,Jirachi,ジラーチ,#385,,,Wish Pokémon,Steel,Psychic,12,0.3,2.4,1.1,100,100,100,100,100,100,3 HP Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Deoxys,Deoxys,デオキシス,#386,,,DNA Pokémon,Psychic,,67,1.7,134.0,60.8,50,150,50,150,50,150,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Turtwig,Naetle,ナエトル,#387,88,12,Tiny Leaf Pokémon,Grass,,16,0.4,22.5,10.2,55,68,64,45,55,31,1 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Grotle,Hayashigame,ハヤシガメ,#388,88,12,Grove Pokémon,Grass,,43,1.1,213.8,97.0,75,89,85,55,65,36,1 Attack Point(s)1 Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Torterra,Dodaitose,ドダイトス,#389,88,12,Continent Pokémon,Grass,Ground,87,2.2,683.4,310.0,95,109,105,75,85,56,2 Attack Point(s)1 Defense Point(s),1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
Chimchar,Hikozaru,ヒコザル,#390,88,12,Chimp Pokémon,Fire,,20,0.5,13.7,6.2,44,58,44,58,44,61,1 Speed Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Monferno,Moukazaru,モウカザル,#391,88,12,Playful Pokémon,Fire,Fighting,35,0.9,48.5,22.0,64,78,52,78,52,81,1 Speed Point(s)1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Infernape,Goukazaru,ゴウカザル,#392,88,12,Flame Pokémon,Fire,Fighting,47,1.2,121.3,55.0,76,104,71,104,71,108,1 Attack Point(s)1 Speed Point(s)1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Piplup,Pochama,ポッチャマ,#393,88,12,Penguin Pokémon,Water,,16,0.4,11.5,5.2,53,51,53,61,56,40,1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Prinplup,Pottaishi,ポッタイシ,#394,88,12,Penguin Pokémon,Water,,31,0.8,50.7,23.0,64,66,68,81,76,50,2 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Empoleon,Emperte,エンペルト,#395,88,12,Emperor Pokémon,Water,Steel,67,1.7,186.3,84.5,84,86,88,111,101,60,3 Sp. Attack Point(s),0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
Starly,Mukkuru,ムックル,#396,50,50,Starling Pokémon,Normal,Flying,12,0.3,4.4,2.0,40,55,30,30,30,60,1 Speed Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Staravia,Mukubird,ムクバード,#397,50,50,Starling Pokémon,Normal,Flying,24,0.6,34.2,15.5,55,75,50,40,40,80,2 Speed Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Staraptor,Mukuhawk,ムクホーク,#398,50,50,Predator Pokémon,Normal,Flying,47,1.2,54.9,24.9,85,120,70,50,60,100,3 Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
,,,#399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketot,Korobohshi,コロボーシ,#401,50,50,Cricket Pokémon,Bug,,12,0.3,4.9,2.2,37,25,41,25,41,25,1 Defense Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Kricketune,Korotock,コロトック,#402,50,50,Cricket Pokémon,Bug,,39,1.0,56.2,25.5,77,85,51,55,51,65,2 Attack Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Shinx,Kolink,コリンク,#403,50,50,Flash Pokémon,Electric,,20,0.5,20.9,9.5,45,65,34,40,34,45,1 Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxio,Luxio,ルクシオ,#404,50,50,Spark Pokémon,Electric,,35,0.9,67.2,30.5,60,85,49,60,49,60,2 Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxray,Rentorar,レントラー,#405,50,50,Gleam Eyes Pokémon,Electric,,55,1.4,92.6,42.0,80,120,79,95,79,70,3 Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
,,,#406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranidos,Zugaidos,ズガイドス,#408,88,12,Head Butt Pokémon,Rock,,35,0.9,69.4,31.5,67,125,40,30,30,58,1 Attack Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Rampardos,Rampald,ラムパルド,#409,88,12,Head Butt Pokémon,Rock,,63,1.6,226.0,102.5,97,165,60,65,50,58,2 Attack Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Shieldon,Tatetops,タテトプス,#410,88,12,Shield Pokémon,Rock,Steel,20,0.5,125.7,57.0,30,42,118,42,88,30,1 Defense Point(s),0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Bastiodon,Torideps,トリデプス,#411,88,12,Shield Pokémon,Rock,Steel,51,1.3,329.6,149.5,60,52,168,47,138,30,2 Defense Point(s),0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
,,,#412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combee,Mitsuhoney,ミツハニー,#415,88,12,Tiny Bee Pokémon,Bug,Flying,12,0.3,12.1,5.5,30,30,42,30,42,70,1 Speed Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Vespiquen,Beequen,ビークイン,#416,0,100,Beehive Pokémon,Bug,Flying,47,1.2,84.9,38.5,70,80,102,80,102,40,1 Defense Point(s)1 Sp. Defense Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Pachirisu,Pachirisu,パチリス,#417,50,50,EleSquirrel Pokémon,Electric,,16,0.4,8.6,3.9,60,45,70,45,90,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Buizel,Buoysel,ブイゼル,#418,50,50,Sea Weasel Pokémon,Water,,28,0.7,65.0,29.5,55,65,35,60,30,85,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Floatzel,Floazel,フローゼル,#419,50,50,Sea Weasel Pokémon,Water,,43,1.1,73.9,33.5,85,105,55,85,50,115,2 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
,,,#420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos,Karanakushi,カラナクシ,#422,50,50,Sea Slug Pokémon,Water,,12,0.3,13.9,6.3,76,48,48,57,62,34,1 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gastrodon,Tritodon,トリトドン,#423,50,50,Sea Slug Pokémon,Water,Ground,35,0.9,65.9,29.9,111,83,68,92,82,39,2 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Ambipom,Eteboth,エテボース,#424,50,50,Long Tail Pokémon,Normal,,47,1.2,44.8,20.3,75,100,66,60,66,115,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Drifloon,Fuwante,フワンテ,#425,50,50,Balloon Pokémon,Ghost,Flying,16,0.4,2.6,1.2,90,50,34,60,44,70,1 HP Point(s),0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
Drifblim,Fuwaride,フワライド,#426,50,50,Blimp Pokémon,Ghost,Flying,47,1.2,33.1,15.0,150,80,44,90,54,80,2 HP Point(s),0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
,,,#427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mismagius,Mumargi,ムウマージ,#429,50,50,Magical Pokémon,Ghost,,35,0.9,9.7,4.4,60,60,60,105,105,105,1 Sp. Attack Point(s)1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Honchkrow,Dongkarasu,ドンカラス,#430,50,50,Big Boss Pokémon,Dark,Flying,35,0.9,60.2,27.3,100,125,52,105,52,71,2 Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
,,,#431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chingling,Lisyan,リーシャン,#433,50,50,Bell Pokémon,Psychic,,8,0.2,1.3,0.6,45,30,50,65,50,45,1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Stunky,Skunpuu,スカンプー,#434,50,50,Skunk Pokémon,Poison,Dark,16,0.4,42.3,19.2,63,63,47,41,41,74,1 Speed Point(s),1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Skuntank,Skutank,スカタンク,#435,50,50,Skunk Pokémon,Poison,Dark,39,1.0,83.8,38.0,103,93,67,71,61,84,2 HP Point(s),1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Bronzor,Dohmirror,ドーミラー,#436,,,Bronze Pokémon,Steel,Psychic,20,0.5,133.4,60.5,57,24,86,24,86,23,1 Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Bronzong,Dohtakun,ドータクン,#437,,,Bronze Bell Pokémon,Steel,Psychic,51,1.3,412.3,187.0,67,89,116,79,116,33,1 Defense Point(s)1 Sp. Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Bonsly,Usohachi,ウソハチ,#438,50,50,Bonsai Pokémon,Rock,,20,0.5,33.1,15.0,50,80,95,10,45,10,1 Defense Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
,,,#439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happiny,Pinpuku,ピンプク,#440,0,100,Playhouse Pokémon,Normal,,24,0.6,53.8,24.4,100,5,5,15,65,30,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
,,,#441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,Mikaruge,ミカルゲ,#442,50,50,Forbidden Pokémon,Ghost,Dark,39,1.0,238.1,108.0,50,92,108,92,108,35,1 Defense Point(s)1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Gible,Fukamaru,フカマル,#443,50,50,Land Shark Pokémon,Dragon,Ground,28,0.7,45.2,20.5,58,70,45,40,45,42,1 Attack Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Gabite,Gabite,ガバイト,#444,50,50,Cave Pokémon,Dragon,Ground,55,1.4,123.5,56.0,68,90,65,50,55,82,2 Attack Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Garchomp,Gaburias,ガブリアス,#445,50,50,Mach Pokémon,Dragon,Ground,75,1.9,209.4,95.0,108,130,95,80,85,102,3 Attack Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Munchlax,Gonbe,ゴンベ,#446,88,12,Big Eater Pokémon,Normal,,24,0.6,231.5,105.0,135,85,40,40,85,5,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Riolu,Riolu,リオル,#447,88,12,Emanation Pokémon,Fighting,,28,0.7,44.5,20.2,40,70,40,35,40,60,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Lucario,Lucario,ルカリオ,#448,88,12,Aura Pokémon,Fighting,Steel,47,1.2,119.0,54.0,70,110,70,115,70,90,1 Attack Point(s)1 Sp. Attack Point(s),0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
Hippopotas,Hippopotas,ヒポポタス,#449,50,50,Hippo Pokémon,Ground,,31,0.8,109.1,49.5,68,72,78,38,42,32,1 Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Hippowdon,Kabaldon,カバルドン,#450,50,50,Heavyweight Pokémon,Ground,,79,2.0,661.4,300.0,108,112,118,68,72,47,2 Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
,,,#451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croagunk,Gureggru,グレッグル,#453,50,50,Toxic Mouth Pokémon,Poison,Fighting,28,0.7,50.7,23.0,48,61,40,61,40,50,1 Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Toxicroak,Dokurog,ドクロッグ,#454,50,50,Toxic Mouth Pokémon,Poison,Fighting,51,1.3,97.9,44.4,83,106,65,86,65,85,2 Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
,,,#455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
