name,japanese_name_romanji,japanese_name_kana,number,prop. male,prop. female,classification,type1,type2,height_in,height_m,weight_lbs,weight_kg,hit_points,attack,defense,sp_att,sp_def,speed,effort_values,wk_normal,wk_fire,wk_water,wk_electric,wk_grass,wk_ice,wk_fighting,wk_poison,wk_ground,wk_flying,wk_psychic,wk_bug,wk_rock,wk_ghost,wk_dragon,wk_dark,wk_steel,wk_fairy
Silcoon,Karasalis,カラサリス,#266,2,8,Cocoon Pokémon,Bug,,24,0.6,22.0,10.0,50,35,55,25,25,15,2 Defense Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Beautifly,Agehunt,アゲハント,#267,2,8,Butterfly Pokémon,Bug,Flying,39,1.0,62.6,28.4,60,70,50,100,50,65,3 Sp. Attack Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Cascoon,Mayuld,マユルド,#268,2,8,Cocoon Pokémon,Bug,,28,0.7,25.4,11.5,50,35,55,25,25,15,2 Defense Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Dustox,Dokucale,ドクケイル,#269,2,8,Poison Moth Pokémon,Bug,Poison,47,1.2,69.7,31.6,60,50,70,50,90,65,3 Sp. Defense Point(s),1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Lotad,Hassboh,ハスボー,#270,2,8,Water Weed Pokémon,Water,Grass,20,0.5,5.7,2.6,40,30,30,40,50,30,1 Sp. Defense Point(s),1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Lombre,Hasubrero,ハスブレロ,#271,2,8,Jolly Pokémon,Water,Grass,47,1.2,71.6,32.5,60,50,50,60,70,50,2 Sp. Defense Point(s),1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Ludicolo,Runpappa,ルンパッパ,#272,2,8,Carefree Pokémon,Water,Grass,59,1.5,121.3,55.0,80,70,70,90,100,70,3 Sp. Defense Point(s),1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Seedot,Taneboh,タネボー,#273,2,8,Acorn Pokémon,Grass,,20,0.5,8.8,4.0,40,40,50,30,30,30,1 Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Nuzleaf,Konohana,コノハナ,#274,2,8,Wily Pokémon,Grass,Dark,39,1.0,61.7,28.0,70,70,40,60,40,60,2 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Shiftry,Dirteng,ダーテング,#275,2,8,Wickid Pokémon,Grass,Dark,51,1.3,131.4,59.6,90,100,60,90,60,80,3 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Taillow,Subame,スバメ,#276,2,8,TinySwallow Pokémon,Normal,Flying,12,0.3,5.1,2.3,40,55,30,30,30,85,1 Speed Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Swellow,Ohsubame,オオスバメ,#277,2,8,Swallow Pokémon,Normal,Flying,28,0.7,43.7,19.8,60,85,60,75,50,125,2 Speed Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Wingull,Camome,キャモメ,#278,2,8,Seagull Pokémon,Water,Flying,24,0.6,20.9,9.5,40,30,30,55,30,85,1 Speed Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Pelipper,Pelipper,ペリッパー,#279,2,8,Water Bird Pokémon,Water,Flying,47,1.2,61.7,28.0,60,50,100,95,70,65,2 Defense Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Ralts,Ralts,ラルトス,#280,2,8,Feeling Pokémon,Psychic,Fairy,16,0.4,14.6,6.6,28,25,25,45,35,40,1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Kirlia,Kirlia,キルリア,#281,2,8,Emotion Pokémon,Psychic,Fairy,31,0.8,44.5,20.2,38,35,35,65,55,50,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Gardevoir,Sirnight,サーナイト,#282,2,8,Embrace Pokémon,Psychic,Fairy,63,1.6,106.7,48.4,68,65,65,125,115,80,3 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Surskit,Ametama,アメタマ,#283,2,8,Pond Skater Pokémon,Bug,Water,20,0.5,3.7,1.7,40,30,32,50,52,65,1 Speed Point(s),1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Masquerain,Amemoth,アメモース,#284,2,8,Eyeball Pokémon,Bug,Flying,31,0.8,7.9,3.6,70,60,62,100,82,80,1 Sp. Attack Point(s)1 Sp. Defense Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Shroomish,Kinococo,キノココ,#285,2,8,Mushroom Pokémon,Grass,,16,0.4,9.9,4.5,60,40,60,40,60,35,1 HP Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Breloom,Kinogassa,キノガッサ,#286,2,8,Mushroom Pokémon,Grass,Fighting,47,1.2,86.4,39.2,60,130,80,60,60,70,2 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
Slakoth,Namakero,ナマケロ,#287,2,8,Slacker Pokémon,Normal,,31,0.8,52.9,24.0,60,60,60,35,35,30,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Vigoroth,Yarukimono,ヤルキモノ,#288,2,8,Wild Monkey Pokémon,Normal,,55,1.4,102.5,46.5,80,80,80,55,55,90,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slaking,Kekking,ケッキング,#289,2,8,Lazy Pokémon,Normal,,79,2.0,287.7,130.5,150,160,100,95,65,100,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Nincada,Tutinin,ツチニン,#290,2,8,Trainee Pokémon,Bug,Ground,20,0.5,12.1,5.5,31,45,90,30,30,40,1 Defense Point(s),1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ninjask,Tekkanin,テッカニン,#291,2,8,Ninja Pokémon,Bug,Flying,31,0.8,26.5,12.0,61,90,45,50,50,160,2 Speed Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Shedinja,Nukenin,ヌケニン,#292,,,Shed Pokémon,Bug,Ghost,31,0.8,2.6,1.2,1,90,45,30,30,40,2 HP Point(s),0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0
Whismur,Gonyonyo,ゴニョニョ,#293,2,8,Whisper Pokémon,Normal,,24,0.6,35.9,16.3,64,51,23,51,23,28,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Loudred,Dogohmb,ドゴーム,#294,2,8,Big Voice Pokémon,Normal,,39,1.0,89.3,40.5,84,71,43,71,43,48,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Exploud,Bakuong,バクオング,#295,2,8,Loud Noise Pokémon,Normal,,59,1.5,185.2,84.0,104,91,63,91,73,68,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Makuhita,Makunoshita,マクノシタ,#296,49,51,Guts Pokémon,Fighting,,39,1.0,190.5,86.4,72,60,30,20,30,25,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hariyama,Hariteyama,ハリテヤマ,#297,49,51,Arm Thrust Pokémon,Fighting,,91,2.3,559.5,253.8,144,120,60,40,60,50,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Azurill,Ruriri,ルリリ,#298,9,1,Polka Dot Pokémon,Normal,Fairy,8,0.2,4.4,2.0,50,20,40,20,40,20,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
Nosepass,Nosepass,ノズパス,#299,2,8,Compass Pokémon,Rock,,39,1.0,213.8,97.0,30,45,135,45,90,30,1 Defense Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Skitty,Eneco,エネコ,#300,9,1,Kitten Pokémon,Normal,,24,0.6,24.3,11.0,50,45,45,35,35,50,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Delcatty,Enekororo,エネコロロ,#301,9,1,Prim Pokémon,Normal,,43,1.1,71.9,32.6,70,65,65,55,55,90,1 HP Point(s)1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sableye,Yamirami,ヤミラミ,#302,2,8,Darkness Pokémon,Dark,Ghost,20,0.5,24.3,11.0,50,75,75,65,65,50,1 Attack Point(s)1 Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Mawile,Kucheat,クチート,#303,2,8,Deceiver Pokémon,Steel,Fairy,24,0.6,25.4,11.5,50,85,85,55,55,50,1 Attack Point(s)1 Defense Point(s),0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
Aron,Cokodora,ココドラ,#304,2,8,Iron Armor Pokémon,Steel,Rock,16,0.4,132.3,60.0,50,70,100,40,40,30,1 Defense Point(s),0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Lairon,Kodora,コドラ,#305,2,8,Iron Armor Pokémon,Steel,Rock,35,0.9,264.6,120.0,60,90,140,50,50,40,2 Defense Point(s),0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Aggron,Bossgodora,ボスゴドラ,#306,2,8,Iron Armor Pokémon,Steel,Rock,83,2.1,793.7,360.0,70,110,180,60,60,50,3 Defense Point(s),0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Meditite,Asanan,アサナン,#307,2,8,Meditate Pokémon,Fighting,Psychic,24,0.6,24.7,11.2,30,40,55,40,55,60,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Medicham,Charem,チャーレム,#308,2,8,Meditate Pokémon,Fighting,Psychic,51,1.3,69.4,31.5,60,60,75,60,75,80,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Electrike,Rakurai,ラクライ,#309,2,8,Lightning Pokémon,Electric,,24,0.6,33.5,15.2,40,45,40,65,40,65,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Manectric,Livolt,ライボルト,#310,2,8,Discharge Pokémon,Electric,,59,1.5,88.6,40.2,70,75,60,105,60,105,2 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Plusle,Prasle,プラスル,#311,2,8,Cheering Pokémon,Electric,,16,0.4,9.3,4.2,60,50,40,85,75,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Minun,Minun,マイナン,#312,2,8,Cheering Pokémon,Electric,,16,0.4,9.3,4.2,60,40,50,75,85,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Volbeat,Barubeat,バルビート,#313,100,0,Firefly Pokémon,Bug,,28,0.7,39.0,17.7,65,73,75,47,85,85,1 Speed Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Illumise,Illumise,イルミーゼ,#314,0,100,Firefly Pokémon,Bug,,24,0.6,39.0,17.7,65,47,75,73,85,85,1 Speed Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Roselia,Roselia,ロゼリア,#315,2,8,Thorn Pokémon,Grass,Poison,12,0.3,4.4,2.0,50,60,45,100,80,65,2 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Gulpin,Gokulin,ゴクリン,#316,2,8,Stomach Pokémon,Poison,,16,0.4,22.7,10.3,70,43,53,43,53,40,1 HP Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Swalot,Marunoom,マルノーム,#317,2,8,Poison Bag Pokémon,Poison,,67,1.7,176.4,80.0,100,73,83,73,83,55,2 HP Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Carvanha,Kibanha,キバニア,#318,2,8,Savage Pokémon,Water,Dark,31,0.8,45.9,20.8,45,90,20,65,20,65,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Sharpedo,Samehader,サメハダー,#319,2,8,Brutal Pokémon,Water,Dark,71,1.8,195.8,88.8,70,120,40,95,40,95,2 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Wailmer,Hoeruko,ホエルコ,#320,2,8,Ball Whale Pokémon,Water,,79,2.0,286.6,130.0,130,70,35,70,35,60,1 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Wailord,Whaloh,ホエルオー,#321,2,8,Float Whale Pokémon,Water,,571,14.5,877.4,398.0,170,90,45,90,45,60,2 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Numel,Donmel,ドンメル,#322,2,8,Numb Pokémon,Fire,Ground,28,0.7,52.9,24.0,60,60,40,65,45,35,1 Sp. Attack Point(s),1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Camerupt,Bakuuda,バクーダ,#323,2,8,Eruption Pokémon,Fire,Ground,75,1.9,485.0,220.0,70,100,70,105,75,40,1 Attack Point(s)1 Sp. Attack Point(s),1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Torkoal,Cotoise,コータス,#324,2,8,Coal Pokémon,Fire,,20,0.5,177.2,80.4,70,85,140,85,70,20,2 Defense Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Spoink,Baneboo,バネブー,#325,2,8,Bounce Pokémon,Psychic,,28,0.7,67.5,30.6,60,25,35,70,80,60,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Grumpig,Boopig,ブーピッグ,#326,2,8,Manipulate Pokémon,Psychic,,35,0.9,157.6,71.5,80,45,65,90,110,80,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Spinda,Patcheel,パッチール,#327,2,8,Spot Panda Pokémon,Normal,,43,1.1,11.0,5.0,60,60,60,60,60,60,1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Trapinch,Nuckrar,ナックラー,#328,2,8,Ant Pit Pokémon,Ground,,28,0.7,33.1,15.0,45,100,45,45,45,10,1 Attack Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Vibrava,Vibrava,ビブラーバ,#329,2,8,Vibration Pokémon,Ground,Dragon,43,1.1,33.7,15.3,50,70,50,50,50,70,1 Attack Point(s)1 Speed Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Flygon,Flygon,フライゴン,#330,2,8,Mystic Pokémon,Ground,Dragon,79,2.0,180.8,82.0,80,100,80,80,80,100,1 Attack Point(s)2 Speed Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Cacnea,Sabonea,サボネア,#331,2,8,Cactus Pokémon,Grass,,16,0.4,113.1,51.3,50,85,40,85,40,35,1 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cacturne,Noctus,ノクタス,#332,2,8,Scarecrow Pokémon,Grass,Dark,51,1.3,170.6,77.4,70,115,60,115,60,55,1 Attack Point(s)1 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Swablu,Tyltto,チルット,#333,2,8,Cotton Bird Pokémon,Normal,Flying,16,0.4,2.6,1.2,45,40,60,40,75,50,1 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Altaria,Tyltalis,チルタリス,#334,2,8,Humming Pokémon,Dragon,Flying,43,1.1,45.4,20.6,75,70,90,70,105,80,2 Sp. Defense Point(s),1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Zangoose,Zangoose,ザングース,#335,2,8,Cat Ferret Pokémon,Normal,,51,1.3,88.8,40.3,73,115,60,60,60,90,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Seviper,Habunake,ハブネーク,#336,2,8,Fang Snake Pokémon,Poison,,106,2.7,115.7,52.5,73,100,60,100,60,65,1 Attack Point(s)1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Lunatone,Lunatone,ルナトーン,#337,,,Meteorite Pokémon,Rock,Psychic,39,1.0,370.4,168.0,90,55,65,95,85,70,2 Sp. Attack Point(s),0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
Solrock,Solrock,ソルロック,#338,,,Meteorite Pokémon,Rock,Psychic,47,1.2,339.5,154.0,90,95,85,55,65,70,2 Attack Point(s),0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
Barboach,Dojoach,ドジョッチ,#339,2,8,Whiskers Pokémon,Water,Ground,16,0.4,4.2,1.9,50,48,43,46,41,60,1 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Whiscash,Namazun,ナマズン,#340,2,8,Whiskers Pokémon,Water,Ground,35,0.9,52.0,23.6,110,78,73,76,71,60,2 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Corphish,Heigani,ヘイガニ,#341,2,8,Ruffian Pokémon,Water,,24,0.6,25.4,11.5,43,80,65,50,35,35,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Crawdaunt,Shizariger,シザリガー,#342,2,8,Rogue Pokémon,Water,Dark,43,1.1,72.3,32.8,63,120,85,90,55,55,2 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Baltoy,Yajilon,ヤジロン,#343,,,Clay Doll Pokémon,Ground,Psychic,20,0.5,47.4,21.5,40,40,55,40,70,55,1 Sp. Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
Claydol,Nendoll,ネンドール,#344,,,Clay Doll Pokémon,Ground,Psychic,59,1.5,238.1,108.0,60,70,105,70,120,75,2 Sp. Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
Lileep,Lilyla,リリーラ,#345,14,86,Sea Lily Pokémon,Rock,Grass,39,1.0,52.5,23.8,66,41,77,61,87,23,1 Sp. Defense Point(s),0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
Cradily,Yuradle,ユレイドル,#346,14,86,Barnacle Pokémon,Rock,Grass,59,1.5,133.2,60.4,86,81,97,81,107,43,2 Sp. Defense Point(s),0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
Anorith,Anopth,アノプス,#347,14,86,Old Shrimp Pokémon,Rock,Bug,28,0.7,27.6,12.5,45,95,50,40,50,75,1 Attack Point(s),0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Armaldo,Armaldo,アーマルド,#348,14,86,Plate Pokémon,Rock,Bug,59,1.5,150.4,68.2,75,125,100,70,80,45,2 Attack Point(s),0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Feebas,Hinbass,ヒンバス,#349,2,8,Fish Pokémon,Water,,24,0.6,16.3,7.4,20,15,20,10,55,80,1 Speed Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Milotic,Milokaross,ミロカロス,#350,2,8,Tender Pokémon,Water,,244,6.2,357.1,162.0,95,60,79,100,125,81,2 Sp. Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Castform,Powalen,ポワルン,#351,2,8,Weather Pokémon,Normal,Fire,12,0.3,1.8,0.8,70,70,70,70,70,70,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Kecleon,Kakureon,カクレオン,#352,2,8,Color Swap Pokémon,Normal,,39,1.0,48.5,22.0,60,90,70,60,120,40,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Shuppet,Kagebouzu,カゲボウズ,#353,2,8,Puppet Pokémon,Ghost,,24,0.6,5.1,2.3,44,75,35,63,33,45,1 Attack Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Banette,Juppeta,ジュペッタ,#354,2,8,Marionette Pokémon,Ghost,,43,1.1,27.6,12.5,64,115,65,83,63,65,2 Attack Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Duskull,Yomawaru,ヨマワル,#355,2,8,Requiem Pokémon,Ghost,,31,0.8,33.1,15.0,20,40,90,30,90,25,1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
